"tokens_lem","class"
"bore please look","non-suicide"
"tire exist hard lose parent recent year ago day go think kill history self harm last time little month ago ready thing stop think death expensive bill consume life feel like fair young much happen know other bad go work hard talk people hate job hate stupid expensive house hate room want exist","suicide"
"get nightmare less dream just want something","non-suicide"
"get pussy tom jerry good especially love blast mar","non-suicide"
"want vent point just waste time read post read someone else worthless mentally exhaust talk suicide inevitable write several book reason want die just tire tire people insist can talk just conveniently disappear try tire world manipulative people tire hate fuck everyone tire know world just good dead","suicide"
"can confirm quest package engineer also glass don fit narrow can finally now link work good touch controller great narrow include long cable strap shit note","non-suicide"
"don motivation idea make stop motion don know need motivation","non-suicide"
"yes yes yes hit day mark can finally post okay now future first post run regret interact idiot","non-suicide"
"small penis good reason suicide hey just think wonder man woman think small penis kill think good general average increase bad gene away get many opinion regular people regard topic feel like suicide moral thing sorry upset anyone mod want take just please don ban troll genuine question normal people think","suicide"
"suicide deadline research different method think drop hang good way anyone else thought different method","suicide"
"guy think figure name button red like post","non-suicide"
"mother law need help seven day ago mother law find husband year cheat tonight suicide thought know can help situation","suicide"
"feel like good enough achieve graduate college year ago now still work minimum wage job get pay bill college feel like life ever amount sincerely believe just good enough obtain great success currently current job still live home parent just give know can believe life can get good just go end tonight everyone house go bed go car garage turn let fume kill long dead anyone wake try stop","suicide"
"want help friend friend mine suicidal thought tendency want support also deal depression moment reason start talk depression far bad mine know people like hard time understand people like also aware fact try fix life guy advice can give situation really worry just want feel safe support talk nice day people","suicide"
"antihistamine hear antihistamine effective way kill anyone know many need take work suicide crack joke ask friend probably incase come rude anyway just curious want know many take thank","suicide"
"guess tad","non-suicide"
"stop hate bully discriminate hurt people genuinely want get good never say anything fear get bully harass kill mental illness like everything else feel people send death threat depress anxiety people similar witch hunt nowadays someone just call life ruin okay awful let stop ruin people life stigma word let try make change behavior support therapy stop bully","non-suicide"
"want kill scare sorry sound disrespectful let every night think kill thought take try choke mention get scare know explain sorry wake think kill think thing able keep mind moment alone think work idea come back mind know approach need guidance money therapy sorry","suicide"
"see son anywhere think leave oven sure","non-suicide"
"award really worth pay yes cool really worth money spend get money want get award nice see point spend can get something useful","non-suicide"
"understand obsession relationship teenager everywhere obsess one year never relationship regret like lose ability get crush see get relationship important know good end importance life waste time worry someone else age worry mean rude relationship feel obligate one nobody enjoy single freedom come american make fun call loser single obsession relationship young generation close bear year start get similar america loser never annoy people prioritize stuff barely matter see enough middle care much clothe wear game play seem acceptable crowd lose unnecessary restriction high school happily can way single crime can much fun like never relationship everyone get chance single people mind single agree","non-suicide"
"thrill live point seem life trek bore monotonous every now get something horrible look foreword anything anymore day just seem blend blur time realize depress lack emotion feel make clear also realize head strong enough fight point live life without joy happiness work two job just get house just get far away can gym hope one find attractive enough give chance go happen even still just ball disgust lose skin drive home today fantasize drive car highway bridge now spend hour look pistol try find one reason just end guess reason yet small part believe can get good part get small day every day wonder day can rationalize anymore know post maybe just talk people understand hopefully get advice","suicide"
"ceil nice ever just sit total silence house apartment nothing bring joy anymore multitude gadget thing within arm reach occupy time choose just sit stare wall ceil maybe bite start cry likely win just continue stare ahead image get fuzzy blink may minute really count anymore just alone thought like whole life end silence get make sandwich lunch can wait fuck kill","suicide"
"first experience mental health inpatient treatment confirm everything hear system hope alright post brother currently suicide watch aware plenty facility like across country just put knot stomach think young kid really horrible mental state put place like struggle mental health really hope see one facility actually help patient instead everything negative hear seem true week ago brother week attempt kill go rough patch life currently push edge family especially two sibling depressive tendency guess also high anxiety issue good judge experience family action habit age also track record mental breakdown crisis moment advise therapist avoid go inpatient hospital live fairly rural area close one hour away good know helpful brother end get admit one anyway police involvement suicide attempt classmate call suggest good parent unaware negative review hospital since admit hell even just try interact way able reach call don always get chance answer work kill every time try call talk phone line just ring get hang last time try call actually try call three time row staff pick tell try get contact line blank hang visitation half hour day make hard get time visit work involve long five hour round trip time take get back don mind much fact visit staff waste like seven minute get visitor security screen make sure bring anything patient instead security check visitation time start just lump time get actually see family member thirty minute visit turn minute one last part may break disclosure agreement piss don even care talk brother care receive inside facility close nothing apparently talk therapist whole time say someone can request talk hour day maybe get minute session facility cater kid age brother happen one old one currently group therapy exercise describe seem like cater towards year old write story picture honestly even seem like therapy don think talk anything kid unless evaluate whether immediate risk top seem push medication really hard brother put month half ago think may something suicide attempt go hospital guess decide good thing put high dose tell refuse take kid tell make stay long observation switch medication say depress apparently one kid keep come onto touch thigh generally inappropriate kid even request roommate brother adamantly deny visit day kid also family visit swear stare table across cafeteria almost entire visit make concern brother especially also another kid scab face brother tell fight get also tell story like first day staff take away bendy pencil use write one kid try stab another kid say one many incident witness don understand kid violent tendency undergo individual therapy obviously danger other guess terrible resource begin even set group therapy group consist year old beneficially help type therapy huge difference development understand age range seem like facility grasp function see can even pick phone even go read review plenty similar complaint one man even state wait minute phone get hang highly doubt kid actually feel good come really suck can even discuss anyone disclosure just hide terrible job edit brother go inpatient center attempt suicide since barely resource help available want push medication don answer phone ever seem like can even keep kid safe sicken make feel like kid even bad concern brother welfare upon leave make understand people opt support like instead get commit sicken facility like still open business","suicide"
"wish stepsister good help stick","non-suicide"
"anyone else wait child can support come realization early speak friend mine little aspiration life dream feel can realistically obtain goal life work support son die hand otherwise work pay bill die life nutshell sure may say happen work time make memory fill space right self loathe overweight lazy waste man much fiance leave week ago happy anymore now get see son everyday like use look across room stare empty crib sometimes imagine can hear coo giggle room madden miss miss fiance can get past work play video game really hobby eventually die apologize drag even sure post tempt just delete wait silence sleep take good go nothing","suicide"
"need last bite life tough feel like share life story talk people start bad depression anxiety miss almost everyday either due asthma anxiety feel like fit go private school town people cruel diagnose depression tell cousin also depression tell friend school next make fun miss school depression make feel like trust cousin completely destroy towards end school year end beat kid bully roughly year satisfy since private school go tolerance fight end get expel though basically immunity since grandfather donate million dollar school really sad get kick force public school scary go kid grade overwhelm make school even little christmas grade go friend party lot recreational drug drink alcohol get trouble parent find super conservative get really upset keep close eye make mad april send psychiatric hospital diagnose bipolar depression generalize anxiety disorder week hell make even sad big reason depress anxious year old brother get marry june night rehearsal dinner wed two brother brother convince drink know drink down first drink whiskey coke impress soon know go black apparently hotel manager find penthouse floor hotel pass puddle vomit rush emergency room almost die night stupid decision july send wilderness program call 2 nature utah week actually fun afterwards figure parent never send board school really upset make depress month late april home surgery home another couple week really can back place torture school bad terrible staff really mean tonight yell parent control mom drink lot drink really bother always say take medicine every couple minute even though take first time ask story sorry sound like whiney brat see make really consider whether kill","suicide"
"send someone","non-suicide"
"bad brag happy like something materialistic count show","non-suicide"
"gonna sleep talk tomorrow people sometimes say nice guy hope act nice possible conversation say fact","non-suicide"
"know friend family ask personal interest laugh make fun tell add embarrassment keep bring sort joke","non-suicide"
"feel mock today classmate mean free period topic relationship come say one short term honestly never see many shock face time straight start say like know conventionally attractive just unwarranted exactly tell get response just good know like obviously mean never get straight response annoy","non-suicide"
"paisley ant farm dumb girl long hair","non-suicide"
"know get lucid dream matrix dream see sky come grind start beat statue actual piece green code break eventually agent take away bed early","non-suicide"
"remember stuff fifteen know time pass don remember everything happen couple year ago bad remember general maybe just traumatic event happen don one single memory year wonder repress memory remember stuff happen year completely go like friend talk elementary school like remember teacher first time ever hear thing even though class remember something normal forget everything","non-suicide"
"feel man year up down truthfully down hang long move state just work move back home within three week connect woman date year ago first true love hurt like hell guess never really know energy start tire emotionally mentally spiritually","suicide"
"want live even like almost year spend planet experience like genuinely enjoy alive every time smile something draw back make completely empty every time thing good can stop remember matter anyway every time try think positive can help rationally conclude distant day information presence earth disappear just like information temporarily remember eventually every single thing human ever do ultimately forget permanently lose lead conclusion nothing matter philosophy ever since can think make think death early day believe death pure nothingness seem like ultimate form existence want become part nothingness want anything else world offer live raise rather program care close even though make sense think wait old enough isolate order minimise harm cause around take life people understand other want live see reason live first place rationally see reason live decide take life eventually","suicide"
"sister die weekend start weird end depress harris sister sweet soul ever nice guy year old college just go walk get hit motorcycle instant death person ride say hit hard just die touch grind hurt less pain less bad last memory just sit cry get news sister friend soon get back everyone burst fresh tear numb now can cry anymore feel like lose brother good fly high harris","non-suicide"
"problem old friend friend someone long time since primary time time pass feel friendship dying especially year nothing common whatever interest conversation bland awkward thing respond frequently people feel insecure start conversation even good friend one feel really hurt say harm mental health discussion time already can seem change reason now quarantine talk even little consider fact talk though social medium slowly make new friend eventually stop talk today month late know still feel bad since last conversation decide talk discussion previously mention happen just feel friendship already sail can say now angry course understandable can just say sorry now first time good want ask","non-suicide"
"just decide grow old move place mountain think really nice","non-suicide"
"get girl like get hard yesterday find don want push relationship want especially since already someone still really like get","non-suicide"
"man want marry break heart just can together almost four year never happy life since meet help encourage improve grow much never insult never yell disagreement never fight always much love want spend rest life think want say however also say can satisfy sexually just want open relationship can fool around man kill want one body part want happy believe relationship can promise one day tempt cheat outlet marry unless can agree open relationship deeply monogamous person just can can never believe anyone love multiple sclerosis trans along ton issue make happy feel love secure just learn satisfy never always fear just good enough couple counsel want make thing work somehow can see possible solution even though want nothing hate body ever hate struggle depression suicidal thought past year believe last chance fail horribly just keep try","suicide"
"tonight year fight lose family start break apart now diagnose major depressive disorder anxiety last month drop college can see family come tell hate family history depression first think accept suddenly feel like push still want control future live guess tell aunt say aunt scare depression ashamed get argument run room lock door break end shout lot father threaten send mental tell guess crazy tell devil already tire one day find someone lot scar hand please hug lose war depression like mind want die body want live","suicide"
"save often daydream try jump bridge someone grab edge hold tight tell okay want can guess","suicide"
"type search get french flag get also type","non-suicide"
"international kill cripple drug dependency mix alcohol kill just good time wrong thought","suicide"
"rank social medium use past bad good deviant art discord chan","non-suicide"
"school feel like fall behind graduate school exhaust mentally cloudy class sit single image head gun rotate space realize today miss minute lecture think instead never even shoot gun even find one even know work scary thought completely normal thing can ask help school explain wrong nothing really wrong except stupid really good semester previous semester stuff manageable fun think reach limit school also take good student suicidal ideation prefer dismiss favor report incident specific plan note anything like like bad right now sorry waste time","suicide"
"want normal normal want like attract just want one","non-suicide"
"post every day get day watch","non-suicide"
"need give entire life series worthlessness bury entire family spend last year struggle stay afloat really numb take worth leave 2 time dump just deal last time person dump take almost year recover six month spend try cut pain skin therapy get work work surface never take pain away just teach ignore never make feel good just make represent good chemical imbalance believe heaven think suicide glorious spectacular just can life thing anymore turn can live shame know let coward use get everything want without give anything return let abuse emotionally even create situation just good ignore give everything good person give back hes run away can keep burden tear skin behind hate still love unconditionally love abuse attention get day open video chat jerk talk like nothing sick make feel good starve can someone violate feel like compliment can anymore disgust worthless weak can anymore","suicide"
"less something worth inevitable end gonna jump cliff drug take year work never speak family friend try something want entire life think emotion give think know may hard maybe even fuck impossible less something worth time plant bloody floor","suicide"
"fuck work dude get pay hour fine can argue fact get break shift minute little hour food water nothing borderline illegal sick anyways thank come ted talk","non-suicide"
"lot people say depression feel like nothingness wish just feel nothing instead crush sadness abject failure feel like drown many way disappointment feel hollow lifeless people mean never quite understand","suicide"
"get ask write teenager way determine remember remember pain scream blood gut gut floor remember truck sort brand chip truck man inside remember ambulance people say way make hospital remember heart rate come stop miracle wake hospital love one side endless white void hell think maybe horny post finally catch try hard move panic struggle can trap shall trap long feminine mystical voice say voice remind wed bell bird chirp eye blind bright blue light woman appear though admit indeed atonement though horny post part strange woman god maybe twirl long silky smooth orange hair hair compliment face mold perfect feature everything seem perfect goddess earth know one place admit wearily horny post really catch goddess look golden eye light know way avid enjoyer video game like genre correct goddess smile eye widen shock woman know much realize yes god feel stupid guess confirm good good atonement shall something thing see control four world two afterlife two live earth sometimes enjoy give people 2 chance give chance otherwise go suffer eternity fear go hell go 2 life also hell goddess finish still like less know do wrong return favour interrupt suddenly explode light white gown dance nonexistent wind goddess say voice long mystical cheerful boom ear shatter shall judge time fail void around crack loud see anything wake grassy field eye blink open shut sun harsh glare fuck think sit head hurt short grass stain shirt tear sleeve sneaker untie swear tie tear eye open hiss newly get sunburn goddess really put place shade upwards fall unknown amount exhaustion slam head thin black rectangular screen wait look see video game screen good video game character screen fact touch interact fuck repeat time aloud click button sometimes game can choose character situation bold level top right corner set beneath four row physical mental magic charisma mental charisma two physical one magic however four okay guess think look know average world hope next click inventory button screen show many box many empty box probably fill stuff inventory pretty bore screen fact one box small icon sword name rusty hero broadsword icon mean wrong say jinx click box sword fall back undignified yelp shit sword spawn front nearly slice open chest fall onto soft grass go die say absolute certainty go die know use fuck sword nonetheless pick sword swing sloppily open air sword cut air easily though know get danger probably win help can stand heat sun anymore need look around tire ache see tree thirty metre course head towards tree promptly pass curse goddess summon must sleep hour two maybe still sunny hell time girl stare long dark brown hair tie bun freckle line face make curious cornflower eye stand even strange wear loose beige shirt cover somewhat long ankle reach brown skirt girl notice awake rush leather boot frantically run towards okay girl ask brutal hear curse sun demon clothe recall normal clothe fit fantasy set never okay croak dehydrate girl blink confuse less still alive water mother minor heal potion home can cure sunburn girl run back stand grab look stone container run back press water bottle lip mare way drink water fast ever introduce tell another world ponder main ask instead death plain girl mare correct answer goddess really just send place call death plain huh come mare suddenly say pull arm gentle way gentle still hurt like bitch long delirious run without stumble though admit still painful uncomfortable run sunburn body two head forest grassy almost path mare clearly know go seem like forever mare arrive small house quite consider normal house kind look like house honestly mare chipper ever knock door expect mare mother look like brown hair blue eye don look alike mare straight long brown hair mare mother frizzy mess grey hairdo mare cornflower blue eye mare mother dark hazel eye mare feature soft mare mother sharp wrinkle think mare may adopt mare mother scowl much mare confusion name prissy prissy say hold cloak cover hand doorway need talk","non-suicide"
"think suicide feel like safe haven always mind regardless emotion feel like safe spot fall back everything go shit just can help think actually go","suicide"
"advice need soon never tell anyone one tell afraid lock heavily medicate embarrass family putting debt anything medical expensive early thirty always suicide back mind professionally diagnose highly function autistic abuse socially anxious learn disable major depressive disorder treatment resistant generalize anxiety disorder child divorce move back parent constantly tell college feel less look never career able live life long live hold job six month nurse assistant anymore high stress job currently work gym watch child drop parent can work low wage hour consistent old person feel horrible one month work near full time next barely part time deal anymore try look another job keep one little money good none ask parent money make severely depress even good work hard feel nothing screw everything hopeless know idea life want try get disability deny court believe high function job pay livable wage require college suitable introvert low stress","suicide"
"want alt account many people think strong individual don want worry see die good yesterday mom make depress think go good turn otherwise top brother tell die health issue deserve brain tumour case wonder don really want live anymore want die think attempt hesitant time","suicide"
"sure anymore sorry irritate anybody mean harm year old female currently live emotionally verbally past physically abusive home money escape parent badmouth relative use live grandparent take say struggle depression bipolar disorder since year old parent often get frustrate quiet want alone get smack around push call horrible name emotionally manipulate just never happy matter try please bad kid steal drug drink just mentally ill constantly bully school wear glass slightly overweight top class whatever find reason pick stop high school college friend lucky enough love care rape age emotionally manipulative partake illegal thing condone take may leave miraculously enter four year abusive relationship physically verbally emotionally sexually abusive first two year alright decide show true color spare detail bad throughout teenage young adult year come find self injury help physical pain bring deed seem draw away emotional pain thing get poor attempt suicide multiple time stay psychiatric hospital help fake til get experience emotional pain even bad nowhere escape abusive household friend parent let stay although fully explain situation quite yet depression back bad ever strengthen abuse household just want leave behind devastate can continue live much pain long sorry irritate anybody wish harm goodbye","suicide"
"hard day day extremely hard think make week good start plan kill like anyone else sick see people want advice just say go one really know say wonder get long hard day want exist away love someone let know happen smoke shit load wee can even thought away worry may neck impulse don want","suicide"
"message people new zelda make young call","non-suicide"
"girl dom also sweet love please hit need one right now","non-suicide"
"sorry read just want get chest just way help sure really need talk someone treatment long time know stop see psychiatrist intense suicidal urge hospitalize twice wake inject miss vein upper thigh burn inject just think go die needless say always honest doctor think go place psych unit ask admit call police pick promise sit park lot hospital know go happen place hold doctor must call hospital guard find lot want forget hospital thought away multiple health problem tell live rest life life want can just let now daily doctor think can keep wish never tell doctor do know doctor really care make even hard rather die now suffer pain endless medication live","suicide"
"doom slayer wake choose violence musician wake choose violin librarian wake choose silence driver wake choose ambulance doctor wake choose vitamin","non-suicide"
"just want overweight disable college immense amount debt job barely even pay rend can eat day except seed cheap fast food recently get gym membership help fact overweight use available money regret much feel super embarrass persuade family member worker buy expensive healthy food now can pay school supply food bill feel like complete failure much debt age just want away just burden family partner can get basic shit around house feel like just dying slowly already try tonight partner take away can afford counsel question whenever try talk wrong parent always disregard say say bring don blame just burden everyone know wait partner sleep try start process don know sure feel like way just want runaway hide wish disappointment sorry please delete allow really sorry just like long want die since seven just want pain away","suicide"
"know get comment reason like whats get like say amount time die","non-suicide"
"make want kill struggle anxiety disorder claustrophobia depression panic attack since enjoy stay home nothing else play video game meet opposite able alone home obviously cool sometimes thing start add father conspiracy theorist turn extremely christian pandemic result constant bombardment theory call real christ mother brother start believe save hell satan father originally religion critique make fun recently make complete turn become swear destroy make joke rather look early never connection god like still believe family even receive death threat controversy regard dad school shoot tun assignment submit time conference shit just can take brain go ape shit pressure know fail class already two fail subject limit really love family want put kind suffer commit suicide nothing make sense even thing post sound way edgy take seriously just can hope good positive mighty fine even kind strange","non-suicide"
"catch flight go state total cummin home","non-suicide"
"can get support feel right now without use transition medical system want dead just break right now can think dying sick constant cry panic attack just want stop thing keep anything right now chance survive try call busy rather someone deserve live get help need just gonna stop try sit stare space box sleep tablet maybe hour just try come reason keep go list run low point surprise make end week","suicide"
"free wholesome award whoever give interest random fact like almost bore can sleep","non-suicide"
"lose matter now go sorry good enough can without go soon","suicide"
"tune banana fuck monkey","non-suicide"
"gonna tomorrow don care anymore go pussy anymore people win cry kill","suicide"
"sure feel anymore day seem blur together now body feel weak can hardly think alone however now alone people life cut long fun around sorry desire want kill make difficult clap hand dance respond every text smile joke assure everything go come need one up everyone problem even though share people just assume good know want get know really access gun country however often think take one temple imagine sudden nothing free dread despair desperation accumulate maybe seek sympathy empathy world good wish feel desire someone come home maybe alone rest life without courage commit act just wait darkness silence every day bring tear surround nostalgia memory sometimes remind old feel warm feel get remember something way back memory seem bring pain desperation now throw loop even sure feel hollow break tear every time realize place world feel like curse like forbid feel happiness relief share life another remain people world cruel abuse kindness feel force give hope someone see hope someone look acknowledge human","suicide"
"hey guy help give back community day please feel problem please tell try help community much can please problem feeling small dumb can comment whatever want just know anything","non-suicide"
"suicide just hang edit calm now want thank people show support know seem like mean world","suicide"
"drown bite past middle august date set contingency save time","suicide"
"want hate everything bad hate wish dead can buy gun just think anything worth anymore try feel good encourage people live can feel","suicide"
"honest world grossly overpopulated anyways leave make much difference","suicide"
"sure much long make get marry young derail whole life turn dream job relocate across country fuck college rarely talk friend now basically friendless gain fuck many class now can graduate even degree like far debt even work two job last couple month barely make even try fuck even try poor forever man fun just bother lately get marry get offer dream job month late since want away handle anyways turn now regret every goddamn day good job life now work two minimum wage job hour week money go bill debt just fuck even know still love anymore think always just spend like dollar every week one friend something literally miss bill payment holy shit annoy okay sorry rant just know much long can put bullshit even leave can afford rend anything think make happy","suicide"
"depression hit deep think try stay strong want die can take anymore suffer year none friend family know heck always talk friend family member mental health problem little know suffer due severe bully past put mental hospital university parent don know think go vacation friend reality try keep mental health tact hide one know outside surface pretty happy time want commit suicide jump bridge drown just want end know life bless can anymore make pretty wrong decision learn mistake think death death come life can find fuck purpose try really fuck can parent don help work bone time social life occasionally give dream fly back think dad dying now lose hope start think positive life slap right back just want fuck cry endlessly can take anymore nothing make happy anymore can even control mind just want end","suicide"
"harass straight dude gay people know say joke straight dude dude barely know come phone start show video black man pant full check start laugh uncontrollably guess friend even still weird tell one tell one tell parent tell gay don believe find come people know mad","non-suicide"
"day night title say day night day stress first day school","non-suicide"
"wish hero wish die save someone life memory shoot save another person last moment thank tell happy make live life full extent always say dream job agent go rogue rogue use skill set save innocent people know die eventually help people imagine dying hero honor way people see pain way inspire other even beyond grave hero feel pain pain ever save life help many hero never die spirit life","suicide"
"achieve something get follower big achievement","non-suicide"
"consider suicide realize make thing bad old teenager thing go pretty damn rough lately quite never want endure pain dying consider jump oncoming traffic overdose pill week ago realize make thing bad still chance get want life fun plus want look lifeless body able interact world anymore just want get","suicide"
"think gonna manage push away girl dream control manipulative behavior just tell absolutely hate human agree see reason keep go feel unwanted everyone life feel way long ruin everything go keep try wish way people like around wish feel alone wish never exist final day plan soon never sure something life know never get ruin everything person love","suicide"
"everyone fuck horny necessarily knock just wonder","non-suicide"
"feel like old date old often old daylight maroon five good","non-suicide"
"piece advice really nice hey guy really appreciate help advice shit life like domestic abuse several act sexual assault teacher top problem imply fact gay country thing cling anymore almost move thing senior year university even near future quite promise problem carry even rest life bright happy just want exist anymore sad way like care way prescribe many different drug last several year different doctor nightmare combination give total insomnia other intensify suicidal ideation different doctor year just fuck tire previous attempt suffer escape now just give life can","suicide"
"parent work hard raise really dislike write want look like attention hungry person like thought think suicide think reason come parent sure accident parent poor still mostly prepare less think look back hard raise get really sad bear able enjoy young life cost ton money time kill now waste kill huge portion life time good reason think want put literally money love care something ungrateful enough just kill take grant just like think one just sad never bear live alright think another thing feel know dead know","suicide"
"bad trouble interact people unlike people age introvert bad social anxiety disorder friend hard just talk people discord game friend recently tell weird one age like make feel lonely invalid already really person age like anything actually wrong","non-suicide"
"body want die long need find somebody understand come close suicide today like gun head drive car much trouble start speed think crash suicidal thought life really focus fight depression put pain family now even fiance feel like body try torture death just get cancer anything normal slowly develop allergy food point can eat anything contain make use corn wheat rye barley mean anything corn syrup corn starch powder sugar corn starch vegetable oil usually corn also garlic just big one lot small one show allergy test like vanilla seem hard also can digest lot fiber can eat vegetable fruit mess colon end eat problem go bathroom horrify embarrass thing call anal fissure usually tear pass stool like anally rape shit painful dread go bathroom use love food now find really hard find food can eat cope good enough without food thing like art dance now herniated disc low back injury cause likely family curse degenerative disc disorder see sister suffer bend twist injure disc even tie shoe never without pain just start first month stop back pain make really hard walk move like dance trouble work make art pain year old think can much secretly wish whole family perish painful way requirement stay earth much pain humiliation start leak feces recently hope just temporary nerve damage back injury want wear diaper doctor help none ailment curable even truly time feel guilty wrong pity child cancer whole group people starve dying starvation honestly give life starve america surround food crave like pizza cake starve death village africa everybody understand much pain","suicide"
"year old burnout can get driver year old man live home mother since graduate high school year ago go trade school walk certificate service support problem live rural area hour outside major city centre fail get driver time now even pass driver train flunk actual road test take keep fuck yet know get driver go stunt life just end blow brain problem arise family see happen delude think potential destine actually move mother basement know finally man splatter gray matter destroy make life hard two young brother age young brother know mother write defective move onto coddle sibling instead much sentimental puss bag put family can just see fuck allow die without remorse","suicide"
"need one talk someone just ghost someone can just talk day never get bore","non-suicide"
"just get every day suicide seem pretty appeal compare go time life expectancy basically relationship outside family family love much enough feel guilty greedy read people post lose love life get abuse money meanwhile real problem scare social interaction last week talk girl find attractive give numb day stop respond rejection crush people tell young whole future ahead feel young friend year young meaningful romantic relationship can get girl talk hour immediate danger kill think every day think shoot back throat hopefully destroy brain stem think hand jerk maybe just turn live shell brain dead torment family even bad successful kill outright think avoid build guillotine sever head body entirely likely kill think future want weekend think still far away act drift direction long long time need change course may good end","suicide"
"lose hope bipolar old inventory counter life turn upside fast last week get writ garnish credit card able pay make much money get pay weekly take buck paycheck last week paycheck combine rend month able work writ come along couple day ago come bronchitis cough much blood throat raw bruise rib appetite work shark week start yesterday continue til talk debilitate curl corner sleep type work day pain top call mom go see yesterday sick cold everyone lip blue now coma know ever release tell dad call time dad drive dead call work tomorrow heal enough use work just lie curl bed barely able sleep day even know say even right now just overwhelm update mom puffy can even open eye test every hour make sure function still good talk dialysis still get healthy enough see look grim thank gold whoever expect","suicide"
"favorite song mine either milk man rare american bohemian rhapsody queen","non-suicide"
"get offend people call woman nothing can erase femininity woman diminish femininity fight hard right woman use word man woman erase identity","non-suicide"
"mind just lil holiday","non-suicide"
"life cruel joke mean life specifically general sure many people lose love one people care often circumstance involve old age single big piece shit human race shit alive someone care love die read headline every day child drown plane go earthquake create new batch orphan seriously still alive fuck point alive contribute love member society die even remotely fair give anything save even one person love someone anyone expense life deserve","suicide"
"hear now get ready","non-suicide"
"hate try can see fail suicide time now week ago yesterday good kill now spend day court kid bully kill one person speak mental health therapist tell look chat room want speak anyone hear just want know anyone see little point life even though good school still self harm death feel like let good anyway help","suicide"
"make movie porn call movie yes end end orgy","non-suicide"
"pro life dad actually pro choice dad super pro trump find yesterday pregnant ask rather unmarried child abortion say choice mine think nice thing hes say","non-suicide"
"life bad anything like explain post english native language structure post bite sorry like say title like life bad honest life pretty good one top university world really cool friend lone hang people recently meet girl like go see weekend like lone nobody support reason just feel like hurt just fun actually like reason hurt sometimes really weird explain anyhow try say really want kill sometimes reason just fun know sometimes wonder side anything really weird come since strong atheist believe sort high power whatsoever bad thing understand want kill annoy thing really know post kind impulse whenever hurt contemplate suicide yea really know go","suicide"
"never think commit suicide seriously lot people care include guy watch amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp never give","non-suicide"
"find ammo box mess around drug knife can actually kill now good part miss anyone","suicide"
"good way leave note sad just hurt lot time terminal appear either hope live pain long can useful work difficult afraid complete another year like last live condition year now get bad decide hard really like family understand angry depress take get emotion message delay want guarantee receive message without let anyone else know probably need redundant server send video schedule date several friend family understand may hurtful receive message want make clear contact okay let money can leave may little angry marry worry always friend believe love become sick security strong smart quite successful age hold finish school build career now think okay want find someone love can raise child always want care course can tell hurt give plan support someone still young stay forever never leave completely loyal love give romance sex family child can even real wed time note hard want tell need strong think need independent need understand happy nothing wrong just situation put","suicide"
"kill do nobody care everyone fuck leave insane nobody ever love pain drama","suicide"
"one hand protect child want pussy","non-suicide"
"knock knock joke come get water middle night person knock knock person person fuck person fuck person fuck use hand flip","non-suicide"
"someone please help mei know else right stop please","suicide"
"nobody want listen mei go really crap time right now financially pretty screw job drive tear time manager bully threaten redundancy time make job difficult bad ask load people help rant feel like want turn back scare ask handout case say co family help early year want ask case think joke last night scare get drink go nearby canal feel get ready jump really really want suicidal thought past response bad stuff life time feel way story end stop good friend back flat want wake can tell anyone feel like horrible person want","suicide"
"think pharmaceutical company make pill reduce libido think can help people want horny understand make something like yet","non-suicide"
"wish pain suffer sick want connection someone never year planet get brain damage self induce concussion breakdown always happen bed bed right now can take anymore want love need intimacy can take anymore can deal anymore just one area fuck speak sperm egg provider abuse child teenager just want die nothing shell can deal anymore break brain batter heart","suicide"
"want happy someone hate","suicide"
"really suicidal know coworker gossip laugh coworker gross must never shower spray around awful good always smell bad recently finally go doctor act like even believe figure wrong appointment specialist ask month away want outside anymore probably go quit job everything wash underarms peroxide bleed anything else can think get good blood work come back normal probably never figure wrong already bad depression literally every good opportunity change life good go drain now go probably die alone stupid minimum wage job year do way good point know","suicide"
